Id,SalePrice
1461,121219.04503087922
1462,149669.52815355512
1463,182052.62153746287
1464,199900.0192794574
1465,190358.21373828265
1466,176234.59526455324
1467,187492.6828754066
1468,167413.93345245314
1469,179140.98117640935
1470,127983.36617023707
1471,190686.19410119258
1472,104095.85790933034
1473,101592.81985853735
1474,146734.4574375026
1475,116285.20652665003
1476,337216.76288570586
1477,251177.43105972465
1478,287013.8409632733
1479,280244.4731126151
1480,500028.1028925035
1481,310856.9140751003
1482,211409.9679420525
1483,173810.45555644215
1484,160132.57167701895
1485,190820.82524093785
1486,198825.35002201184
1487,333895.267932047
1488,242236.19328418217
1489,194686.18341033463
1490,245941.5037573083
1491,192880.3396178782
1492,88943.3670417685
1493,190806.85527277552
1494,297423.1417868461
1495,285021.4326025008
1496,226409.51112340906
1497,177013.94972663966
1498,172358.52087261112
1499,161728.23909389696
1500,162363.07314266133
1501,181394.63189287324
1502,151220.15472722426
1503,278995.75417146116
1504,245768.08410032484
1505,232749.81334276492
1506,184059.67631464804
1507,256728.44261491825
1508,201506.8801567043
1509,153646.4480264658
1510,145417.71236046203
1511,155835.60080600603
1512,179168.56607724694
1513,146361.9894793742
1514,158119.67558395638
1515,207266.91814795812
1516,144518.8041645879
1517,154564.49761305552
1518,132367.57452370515
1519,216144.3101877513
1520,126492.2393461435
1521,126531.9859821185
1522,182061.90292264256
1523,113365.4194118621
1524,116267.4538720217
1525,118834.20456020319
1526,111216.50931841583
1527,111649.44101338246
1528,136930.7499249687
1529,147301.87098298242
1530,204477.10766969487
1531,114905.24749284622
1532,95587.59316123865
1533,143172.49484199472
1534,116474.7837957099
1535,150995.75840810826
1536,106522.92639901841
1537,85100.16425693035
1538,140222.19694143653
1539,189545.70015618106
1540,93158.65222432783
1541,135739.3734214706
1542,139139.682785048
1543,175425.05710357853
1544,89917.13736181518
1545,114754.41274608235
1546,136960.4966028609
1547,133699.51527171087
1548,132600.90895750158
1549,128634.50368798964
1550,137150.5550021465
1551,103211.49787374788
1552,147021.52020038667
1553,140091.34378912413
1554,119389.58997092527
1555,158934.87318696734
1556,89464.81510027173
1557,99671.6976926823
1558,98161.91689032261
1559,85169.87042140472
1560,137905.18651243107
1561,123355.77452469041
1562,136502.68136935012
1563,121829.67036046795
1564,162965.00512890748
1565,147469.80204975783
1566,232330.93629154965
1567,80660.16981048646
1568,243600.2083248609
1569,137461.3916251041
1570,137818.37800797672
1571,122630.72960633684
1572,137145.06613710307
1573,215519.18518297072
1574,122557.70340510947
1575,225479.55725341677
1576,265549.31444464036
1577,181381.5139966026
1578,133529.76174037284
1579,148123.32530205604
1580,193158.11222481032
1581,156847.35334019017
1582,129079.30598855997
1583,307268.49285643257
1584,230422.34307132137
1585,143671.81217932142
1586,81148.89278538687
1587,105907.99719714935
1588,144238.15059402096
1589,105746.08629967482
1590,134897.63219355122
1591,96630.42168825715
1592,114253.32921191223
1593,121616.0100379833
1594,141747.5759147393
1595,121584.60644881063
1596,213041.92824748537
1597,192609.11117979957
1598,211395.91764418193
1599,168963.3043664496
1600,164575.73692007147
1601,80811.4295869408
1602,118784.39054775747
1603,73299.73112953703
1604,258916.66909950477
1605,239432.42118274895
1606,177847.30186163489
1607,193023.5640173784
1608,220163.10144427858
1609,180596.6864807617
1610,160536.6948462076
1611,138735.59738049886
1612,170528.2192679333
1613,180839.31573165942
1614,127598.99389953713
1615,94695.507077651
1616,86420.87680147664
1617,99564.29661256602
1618,136101.31324763678
1619,146164.17982389283
1620,206954.65761672042
1621,137700.11023723095
1622,147614.150875184
1623,265322.9684590539
1624,206325.1582856822
1625,111080.8783201002
1626,175967.99313468655
1627,191518.78669664578
1628,264695.34512572445
1629,181866.3987049738
1630,337182.85678913124
1631,214185.8470714917
1632,224051.47284828982
1633,175710.44007997215
1634,184309.36691250713
1635,175311.21503012907
1636,160926.5255082622
1637,207746.6663297128
1638,181292.55313906664
1639,189692.7283778752
1640,245433.69737297448
1641,182961.63027210181
1642,242159.92226692068
1643,219264.92007852765
1644,230805.57170293783
1645,229291.70476970103
1646,162714.11353236594
1647,151784.58929616804
1648,130898.26269353917
1649,137046.91098064283
1650,121808.61826627428
1651,131982.08414671506
1652,104313.8697284621
1653,107123.00694929146
1654,144232.70805819274
1655,139409.31231625233
1656,142581.2475493419
1657,150613.18505474424
1658,147252.6655942822
1659,122903.45447439057
1660,163068.03716744902
1661,442877.2731987048
1662,388737.36325476534
1663,365550.01100078045
1664,461798.79806145024
1665,308354.1147898972
1666,302041.2835860997
1667,351109.80927153706
1668,341473.30876418727
1669,293421.6717126171
1670,335391.6374015968
1671,269117.1199338725
1672,428710.008046898
1673,306254.19501913775
1674,256791.37572016162
1675,202728.15210515243
1676,202148.4779323863
1677,219477.44648998056
1678,413875.616961176
1679,368282.5917208423
1680,310108.3082325446
1681,247256.24108834684
1682,289953.22180823167
1683,198174.54290416627
1684,179786.18385419663
1685,178427.00461045283
1686,170866.31986747537
1687,173848.30851643815
1688,191633.56906786578
1689,195704.70215866168
1690,193638.6353195194
1691,185551.09683433312
1692,248840.03855904494
1693,171028.81023143968
1694,183989.57912353298
1695,171829.88015951705
1696,277869.23714724043
1697,178181.39664089747
1698,349530.7086146653
1699,319269.2362467591
1700,258341.79812063777
1701,259386.01326895185
1702,237993.99415172217
1703,245675.8782863664
1704,273008.0901514281
1705,226710.51347910415
1706,347394.0315254437
1707,198347.2739622232
1708,207096.4541100009
1709,264603.61242696195
1710,222218.884784177
1711,265975.5226329561
1712,252506.3506432229
1713,276757.03649901523
1714,216145.43275207136
1715,203153.4622243991
1716,182741.31981978056
1717,177132.9185111196
1718,140485.89004511648
1719,193819.65085388342
1720,220262.6696986688
1721,165998.06357875944
1722,129065.05364124067
1723,162661.0355614581
1724,205639.94580876007
1725,239755.0195931506
1726,188621.77982476144
1727,157961.51968645753
1728,169934.91816703152
1729,163229.5696838055
1730,155509.59255437338
1731,124045.50388845368
1732,126040.04676841293
1733,111038.29328304541
1734,123389.81979128238
1735,121131.08296008038
1736,109100.06161595065
1737,298331.82559819956
1738,244403.77713209245
1739,268873.8068311097
1740,215896.25318826048
1741,194452.84931095608
1742,174483.31725121947
1743,175980.07699291717
1744,316899.51904411055
1745,204514.21713750734
1746,202027.08784111825
1747,209360.7983807251
1748,242323.37104369636
1749,150238.86112336762
1750,120741.72881903556
1751,247035.7061703386
1752,117257.95995506906
1753,149871.01933183556
1754,199272.25038213262
1755,160742.8829700233
1756,139442.9007722796
1757,115935.68195442855
1758,151298.83326751587
1759,162878.9007525522
1760,175460.4066747341
1761,152968.8039564016
1762,185264.25602180877
1763,166019.22198509003
1764,112906.30401235571
1765,164726.63471342326
1766,198324.57094215418
1767,234089.19354641164
1768,134957.93804820243
1769,161043.72465602346
1770,146680.91241420273
1771,120807.26557173487
1772,130399.1924749162
1773,129646.71313301614
1774,151633.4947322231
1775,132152.2878615994
1776,128837.5971272558
1777,101563.78384325722
1778,134129.5191482614
1779,121047.15468038441
1780,161750.21182276474
1781,117787.11748473544
1782,98154.36513827961
1783,144964.76616404863
1784,110316.81339298969
1785,111448.74455224356
1786,153255.30704491585
1787,157466.69220533862
1788,72033.31319531584
1789,92909.56953397705
1790,86473.47352255927
1791,204454.52543287666
1792,153364.93627684098
1793,135300.6288598403
1794,148542.61284846833
1795,126517.97409945547
1796,131459.79878403555
1797,117931.20021905881
1798,116665.95152805444
1799,111390.09311043085
1800,124600.01467261437
1801,133577.7696340647
1802,139493.40617916614
1803,145898.2687574854
1804,139446.87277253493
1805,133282.28980210164
1806,125880.59075994967
1807,133622.7619822427
1808,119409.92250787473
1809,118450.71195119727
1810,139844.88489107575
1811,89801.98988547038
1812,93957.518966921
1813,126911.90956313006
1814,95518.39865791197
1815,68351.53397726867
1816,89583.09515790071
1817,114301.60969781553
1818,134795.97773355164
1819,131314.86520125635
1820,61200.24822360894
1821,112192.03676537008
1822,152729.56708892545
1823,51042.18707956825
1824,121250.19621848968
1825,149350.43474573654
1826,101740.11028932293
1827,102854.26984057792
1828,138640.0957854392
1829,126082.86585717017
1830,143623.1487652743
1831,135088.7605400045
1832,94931.87556576362
1833,140701.0748436767
1834,121628.85770008955
1835,114088.18454406067
1836,119716.67168157981
1837,91643.30106747894
1838,121644.5333783211
1839,111320.12718799866
1840,140404.66798523706
1841,131000.93987481334
1842,92753.17517241868
