0,196.0
1,0.0
2,162.0
3,0.0
4,350.0
5,0.0
6,186.0
7,240.0
8,0.0
9,0.0
10,0.0
11,286.0
12,0.0
13,306.0
14,212.0
15,0.0
16,180.0
17,0.0
18,0.0
19,0.0
20,380.0
21,0.0
22,281.0
23,0.0
24,0.0
25,640.0
26,0.0
27,200.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,246.0
35,132.0
36,0.0
37,650.0
38,0.0
39,0.0
40,101.0
41,0.0
42,0.0
43,0.0
44,0.0
45,412.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,272.0
56,456.0
57,0.0
58,1031.0
59,0.0
60,0.0
61,0.0
62,178.0
63,0.0
64,573.0
65,344.0
66,287.0
67,167.0
68,0.0
69,0.0
70,1115.0
71,0.0
72,40.0
73,104.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,576.0
81,443.0
82,468.0
83,66.0
84,22.0
85,284.0
86,0.0
87,76.0
88,0.0
89,0.0
90,0.0
91,203.0
92,0.0
93,0.0
94,0.0
95,68.0
96,183.0
97,48.0
98,0.0
99,0.0
100,28.0
101,336.0
102,0.0
103,0.0
104,600.0
105,768.0
106,0.0
107,0.0
108,0.0
109,480.0
110,0.0
111,0.0
112,220.0
113,184.0
114,0.0
115,1129.0
116,116.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,135.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,266.0
129,85.0
130,309.0
131,40.0
132,0.0
133,136.0
134,0.0
135,288.0
136,196.0
137,70.0
138,320.0
139,0.0
140,0.0
141,0.0
142,0.0
143,183.0
144,336.0
145,50.0
146,0.0
147,180.0
148,120.0
149,0.0
150,0.0
151,436.0
152,252.0
153,0.0
154,0.0
155,0.0
156,0.0
157,84.0
158,0.0
159,456.0
160,0.0
161,664.0
162,226.0
163,0.0
164,0.0
165,0.0
166,0.0
167,300.0
168,0.0
169,653.0
170,0.0
171,112.0
172,0.0
173,491.0
174,132.0
175,0.0
176,268.0
177,0.0
178,748.0
179,0.0
180,456.0
181,0.0
182,98.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,275.0
189,0.0
190,0.0
191,138.0
192,0.0
193,50.0
194,0.0
195,0.0
196,205.0
197,0.0
198,0.0
199,262.0
200,0.0
201,0.0
202,0.0
203,205.0
204,0.0
205,0.0
206,0.0
207,0.0
208,128.0
209,260.0
210,0.0
211,0.0
212,0.0
213,0.0
214,153.0
215,64.0
216,266.0
217,0.0
218,312.0
219,16.0
220,0.0
221,0.0
222,0.0
223,0.0
224,922.0
225,142.0
226,290.0
227,127.0
228,0.0
229,16.0
230,220.0
231,506.0
232,297.0
233,0.0
